stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
9,low,"For a standard First-Class Mail letter in the United States, what is the maximum weight before a different mail category or extra handling may apply?",It can weigh up to 4.0 ounces before a different mail category or extra handling may apply.,weak,incorrect,"Source: United States Postal Service — USPS, Send Mail: Step-by-Step Instructions"
9,low,"For a standard First-Class Mail letter in the United States, what is the maximum weight before a different mail category or extra handling may apply?",It can weigh up to 3.5 ounces before a different mail category or extra handling may apply.,strong,correct,"Source: United States Postal Service — USPS, Send Mail: Step-by-Step Instructions
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
9,low,"For a standard First-Class Mail letter in the United States, what is the maximum weight before a different mail category or extra handling may apply?",It can weigh up to 4.0 ounces before a different mail category or extra handling may apply.,strong,incorrect,"Source: United States Postal Service — USPS, Send Mail: Step-by-Step Instructions
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about two hours before departure is generally recommended.",none,correct,
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about one hour before departure is generally recommended.",none,incorrect,
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about two hours before departure is generally recommended.",weak,correct,"Source: Transportation Security Administration — TSA, Travel Tips"
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about one hour before departure is generally recommended.",weak,incorrect,"Source: Transportation Security Administration — TSA, Travel Tips"
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about two hours before departure is generally recommended.",strong,correct,"Source: Transportation Security Administration — TSA, Travel Tips
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
10,low,"For a domestic flight in the United States, how early before departure is a traveler generally advised to arrive at the airport?","For a domestic flight, arriving about one hour before departure is generally recommended.",strong,incorrect,"Source: Transportation Security Administration — TSA, Travel Tips
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 5 GB of free iCloud storage.,none,correct,
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 10 GB of free iCloud storage.,none,incorrect,
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 5 GB of free iCloud storage.,weak,correct,"Source: Apple Support — Apple Support, Upgrade to iCloud+"
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 10 GB of free iCloud storage.,weak,incorrect,"Source: Apple Support — Apple Support, Upgrade to iCloud+"
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 5 GB of free iCloud storage.,strong,correct,"Source: Apple Support — Apple Support, Upgrade to iCloud+
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
11,low,How much free iCloud storage is included with a standard Apple Account?,A standard Apple Account includes 10 GB of free iCloud storage.,strong,incorrect,"Source: Apple Support — Apple Support, Upgrade to iCloud+
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 120 grams in the baking weight chart.,none,correct,
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 140 grams in the baking weight chart.,none,incorrect,
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 120 grams in the baking weight chart.,weak,correct,"Source: King Arthur Baking — King Arthur Baking, Ingredient Weight Chart"
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 140 grams in the baking weight chart.,weak,incorrect,"Source: King Arthur Baking — King Arthur Baking, Ingredient Weight Chart"
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 120 grams in the baking weight chart.,strong,correct,"Source: King Arthur Baking — King Arthur Baking, Ingredient Weight Chart
Publisher verified (King Arthur Baking)
Document unaltered since publication
Independently checked for relevance"
12,low,"In a baking weight chart, about how many grams is one cup of all-purpose flour?",One cup of all-purpose flour is listed as 140 grams in the baking weight chart.,strong,incorrect,"Source: King Arthur Baking — King Arthur Baking, Ingredient Weight Chart
Publisher verified (King Arthur Baking)
Document unaltered since publication
Independently checked for relevance"
