stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
2,high,"In general, how long can cooked leftovers be kept in a refrigerator at 40°F or below before they should be eaten, frozen, or discarded?",Cooked leftovers can generally be refrigerated for 3 to 4 days.,strong,correct,"Source: U.S. Department of Agriculture Food Safety and Inspection Service — USDA FSIS, Leftovers and Food Safety
Publisher verified (U.S. Department of Agriculture Food Safety and Inspection Service)
Document unaltered since publication
Independently checked for relevance"
2,high,"In general, how long can cooked leftovers be kept in a refrigerator at 40°F or below before they should be eaten, frozen, or discarded?",Cooked leftovers can generally be refrigerated for 5 to 6 days.,strong,incorrect,"Source: U.S. Department of Agriculture Food Safety and Inspection Service — USDA FSIS, Leftovers and Food Safety
Publisher verified (U.S. Department of Agriculture Food Safety and Inspection Service)
Document unaltered since publication
Independently checked for relevance"
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?","They may charge no fee for those actions; placing, lifting, and removing a credit freeze is free.",none,correct,
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?",They may charge a fee for lifting or removal; only placing a credit freeze is free.,none,incorrect,
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?","They may charge no fee for those actions; placing, lifting, and removing a credit freeze is free.",weak,correct,"Source: Federal Trade Commission — FTC, What To Know About Credit Freezes and Fraud Alerts"
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?",They may charge a fee for lifting or removal; only placing a credit freeze is free.,weak,incorrect,"Source: Federal Trade Commission — FTC, What To Know About Credit Freezes and Fraud Alerts"
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?","They may charge no fee for those actions; placing, lifting, and removing a credit freeze is free.",strong,correct,"Source: Federal Trade Commission — FTC, What To Know About Credit Freezes and Fraud Alerts
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
3,high,"Under federal law, what fee may nationwide credit bureaus charge a consumer to place, lift, or remove a credit freeze?",They may charge a fee for lifting or removal; only placing a credit freeze is free.,strong,incorrect,"Source: Federal Trade Commission — FTC, What To Know About Credit Freezes and Fraud Alerts
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 3 months before the month they turn 65 and ending 3 months after that month.",none,correct,
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 2 months before the month they turn 65 and ending 4 months after that month.",none,incorrect,
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 3 months before the month they turn 65 and ending 3 months after that month.",weak,correct,"Source: Medicare.gov — Medicare.gov, When does Medicare coverage start?"
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 2 months before the month they turn 65 and ending 4 months after that month.",weak,incorrect,"Source: Medicare.gov — Medicare.gov, When does Medicare coverage start?"
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 3 months before the month they turn 65 and ending 3 months after that month.",strong,correct,"Source: Medicare.gov — Medicare.gov, When does Medicare coverage start?
Publisher verified (Medicare.gov)
Document unaltered since publication
Independently checked for relevance"
4,high,"For someone not automatically enrolled in Medicare, when is the Initial Enrollment Period around their 65th birthday?","It lasts 7 months, starting 2 months before the month they turn 65 and ending 4 months after that month.",strong,incorrect,"Source: Medicare.gov — Medicare.gov, When does Medicare coverage start?
Publisher verified (Medicare.gov)
Document unaltered since publication
Independently checked for relevance"
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 90 days from the notice date to file the petition.,none,correct,
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 60 days from the notice date to file the petition.,none,incorrect,
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 90 days from the notice date to file the petition.,weak,correct,"Source: Internal Revenue Service — IRS, Understanding Your CP3219A Notice"
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 60 days from the notice date to file the petition.,weak,incorrect,"Source: Internal Revenue Service — IRS, Understanding Your CP3219A Notice"
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 90 days from the notice date to file the petition.,strong,correct,"Source: Internal Revenue Service — IRS, Understanding Your CP3219A Notice
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
5,high,"At the federal level, after the IRS mails a notice of deficiency to a taxpayer in the United States, how long does the taxpayer generally have to file a petition with the U.S. Tax Court?",The taxpayer generally has 60 days from the notice date to file the petition.,strong,incorrect,"Source: Internal Revenue Service — IRS, Understanding Your CP3219A Notice
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 60 days after the first bill with the error was sent.,none,correct,
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 90 days after the first bill with the error was sent.,none,incorrect,
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 60 days after the first bill with the error was sent.,weak,correct,"Source: Federal Trade Commission — FTC, Disputing Credit Card Charges"
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 90 days after the first bill with the error was sent.,weak,incorrect,"Source: Federal Trade Commission — FTC, Disputing Credit Card Charges"
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 60 days after the first bill with the error was sent.,strong,correct,"Source: Federal Trade Commission — FTC, Disputing Credit Card Charges
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
6,high,"Under the federal Fair Credit Billing Act process, when must a written billing-error dispute about a credit card bill reach the creditor?",It must reach the creditor within 90 days after the first bill with the error was sent.,strong,incorrect,"Source: Federal Trade Commission — FTC, Disputing Credit Card Charges
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 90 days after the purchase.,none,correct,
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 60 days after the purchase.,none,incorrect,
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 90 days after the purchase.,weak,correct,"Source: Walmart Help Center — Walmart, Returns, replacements, and refunds"
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 60 days after the purchase.,weak,incorrect,"Source: Walmart Help Center — Walmart, Returns, replacements, and refunds"
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 90 days after the purchase.,strong,correct,"Source: Walmart Help Center — Walmart, Returns, replacements, and refunds
Publisher verified (Walmart Help Center)
Document unaltered since publication
Independently checked for relevance"
7,low,"For most items bought from Walmart in the United States, what is the standard return window when no exception applies?",The standard return window is 60 days after the purchase.,strong,incorrect,"Source: Walmart Help Center — Walmart, Returns, replacements, and refunds
Publisher verified (Walmart Help Center)
Document unaltered since publication
Independently checked for relevance"
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $225 of the deposit must be available by the next business day.",none,correct,
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $200 of the deposit must be available by the next business day.",none,incorrect,
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $225 of the deposit must be available by the next business day.",weak,correct,"Source: Consumer Financial Protection Bureau — CFPB, How quickly can I get money after I deposit a check into my checking account?"
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $200 of the deposit must be available by the next business day.",weak,incorrect,"Source: Consumer Financial Protection Bureau — CFPB, How quickly can I get money after I deposit a check into my checking account?"
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $225 of the deposit must be available by the next business day.",strong,correct,"Source: Consumer Financial Protection Bureau — CFPB, How quickly can I get money after I deposit a check into my checking account?
Publisher verified (Consumer Financial Protection Bureau)
Document unaltered since publication
Independently checked for relevance"
8,low,"Under general federal funds-availability rules, how much of a check deposit must usually be made available by the next business day?","Usually, the first $200 of the deposit must be available by the next business day.",strong,incorrect,"Source: Consumer Financial Protection Bureau — CFPB, How quickly can I get money after I deposit a check into my checking account?
Publisher verified (Consumer Financial Protection Bureau)
Document unaltered since publication
Independently checked for relevance"
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 1 to 5 business days.,none,correct,
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 2 to 6 business days.,none,incorrect,
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 1 to 5 business days.,weak,correct,"Source: United States Postal Service — USPS, Mail & Shipping Services"
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 2 to 6 business days.,weak,incorrect,"Source: United States Postal Service — USPS, Mail & Shipping Services"
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 1 to 5 business days.,strong,correct,"Source: United States Postal Service — USPS, Mail & Shipping Services
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
9,low,"For First-Class Mail sent through the U.S. postal system, what delivery timeframe is generally advertised for letters and small envelopes?",The advertised timeframe is generally 2 to 6 business days.,strong,incorrect,"Source: United States Postal Service — USPS, Mail & Shipping Services
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 3.4 ounces, or 100 milliliters.",none,correct,
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 4.0 ounces, or 120 milliliters.",none,incorrect,
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 3.4 ounces, or 100 milliliters.",weak,correct,"Source: Transportation Security Administration — TSA, Liquids Rule"
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 4.0 ounces, or 120 milliliters.",weak,incorrect,"Source: Transportation Security Administration — TSA, Liquids Rule"
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 3.4 ounces, or 100 milliliters.",strong,correct,"Source: Transportation Security Administration — TSA, Liquids Rule
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
10,low,"For air travel in the United States, what is the maximum size of each liquids container allowed in a carry-on bag under the standard 3-1-1 rule?","Each container may be up to 4.0 ounces, or 120 milliliters.",strong,incorrect,"Source: Transportation Security Administration — TSA, Liquids Rule
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 24 hours before the renewal date.,none,correct,
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 48 hours before the renewal date.,none,incorrect,
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 24 hours before the renewal date.,weak,correct,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple"
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 48 hours before the renewal date.,weak,incorrect,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple"
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 24 hours before the renewal date.,strong,correct,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
11,low,"For subscriptions billed through Apple, how far before the renewal date should a user cancel to reduce the chance that the subscription renews?",The user should cancel more than 48 hours before the renewal date.,strong,incorrect,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,852 meters.",none,correct,
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,800 meters.",none,incorrect,
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,852 meters.",weak,correct,"Source: National Oceanic and Atmospheric Administration — NOAA Ocean Service, What is the difference between a nautical mile and a knot?"
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,800 meters.",weak,incorrect,"Source: National Oceanic and Atmospheric Administration — NOAA Ocean Service, What is the difference between a nautical mile and a knot?"
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,852 meters.",strong,correct,"Source: National Oceanic and Atmospheric Administration — NOAA Ocean Service, What is the difference between a nautical mile and a knot?
Publisher verified (National Oceanic and Atmospheric Administration)
Document unaltered since publication
Independently checked for relevance"
12,low,"In navigation, what is the length of one international nautical mile in meters?","One international nautical mile is exactly 1,800 meters.",strong,incorrect,"Source: National Oceanic and Atmospheric Administration — NOAA Ocean Service, What is the difference between a nautical mile and a knot?
Publisher verified (National Oceanic and Atmospheric Administration)
Document unaltered since publication
Independently checked for relevance"
